Date,XAU BGNL Curncy,ECSURPUS Index,BDIY Index,CRY Index,DXY Curncy,JPY Curncy,GBP Curncy,Cl1 Comdty,VIX Index,USGG30YR Index,GT10 Govt,USGG2YR Index,USGG3M Index,US0001M Index,GTDEM30Y Govt,GTDEM10Y Govt,GTDEM2Y Govt,EONIA Index,GTITL30YR Corp,GTITL10YR Corp,GTITL2YR Corp,GTJPY30YR Corp,GTJPY10YR Corp,GTJPY2YR Corp,GTGBP30Y Govt,GTGBP20Y Govt,GTGBP2Y Govt,LUMSTRUU Index,LMBITR Index,LUACTRUU Index,LF98TRUU Index,LG30TRUU Index,LP01TREU Index,EMUSTRUU Index,LF94TRUU Index,MXUS Index,MXEU Index,MXJP Index,MXBR Index,MXRU Index,MXIN Index,MXCN Index,MXWO Index,MXWD Index,LEGATRUU Index,HFRXGL Index,RX1 Comdty,TY1 Comdty,GC1 Comdty,CO1 Comdty,ES1 Index,VG1 Index,NQ1 Index,LLL1 Index,TP1 Index,DU1 Comdty,TU2 Comdty
1999-04-27,282.25,,995.0,134.65,100.63,120.44,1.617,17.81,23.36,5.538,5.205,4.998,4.476,4.903,4.835,3.854,2.675,2.93,,,,,1.435,0.143,4.533,4.649,5.042,874.9,491.102,1021.51,555.39,295.21,113.298,207.964,,1332.91,111.67,871.64,596.7,110.54,119.39,33.4,1252.1,299.05,218.647,,115.76,115.563,282.3,15.8,1376.5,3726.0,,,1347.5,105.69,104.898
1999-05-04,285.55,,1095.0,139.04,100.68,120.77,1.626,18.92,25.62,5.713,5.405,5.088,4.6,4.903,4.925,3.942,2.725,2.53,,,,,1.439,0.149,4.655,4.762,5.144,873.01,490.824,1012.45,557.86,297.941,116.997,210.785,120.006,1300.51,111.77,859.79,635.9,123.99,130.11,33.99,1232.99,295.25,217.424,658.0,115.11,114.313,286.9,16.93,1343.0,3740.0,,,1328.5,105.58,104.664
1999-05-11,278.25,,1121.0,136.78,100.24,121.07,1.621,18.06,25.62,5.835,5.578,5.173,4.579,4.901,5.035,4.057,2.702,2.51,,,,,1.353,0.13,4.719,4.83,5.049,871.5,489.058,1005.23,554.77,297.327,135.0,210.305,120.006,1323.8,109.24,869.15,706.79,129.03,144.99,35.22,1239.79,297.31,217.676,658.0,114.6,113.344,278.8,15.96,1358.25,3690.0,,,1343.5,105.67,104.406
1999-05-18,273.95,,1061.0,133.9,100.72,123.21,1.621,17.11,27.26,5.89,5.661,5.345,4.652,4.914,5.082,4.112,2.729,2.51,,,,,1.28,0.075,4.779,4.896,5.139,868.45,487.495,1002.54,553.05,293.601,113.908,206.449,120.006,1303.06,106.83,845.26,699.12,136.34,150.73,34.78,1212.2,290.72,216.441,658.0,114.24,112.344,274.2,15.14,1341.25,3595.0,,,1323.5,105.6,104.141
1999-05-25,271.45,,1017.0,132.09,101.38,122.85,1.602,17.14,28.9,5.748,5.473,5.261,4.642,4.921,5.021,4.033,2.7,2.61,,,,,1.322,0.074,4.699,4.808,4.994,871.29,488.088,1011.6,551.88,290.145,111.377,201.908,120.006,1255.55,107.29,831.5,586.78,129.18,150.01,33.6,1185.38,283.84,216.754,658.0,114.79,113.125,270.8,15.43,1284.5,3631.0,,,1307.0,105.68,104.289
1999-06-01,267.15,,975.0,130.73,102.07,120.45,1.612,16.34,26.62,5.924,5.758,5.523,4.658,4.944,5.198,4.218,2.875,2.51,,,,,1.625,0.137,4.833,4.951,5.218,864.65,487.982,993.71,548.8,289.413,114.954,201.385,121.912,1263.53,107.17,841.1,609.32,126.18,144.53,34.39,1186.63,284.21,213.814,649.58,113.15,111.219,268.2,14.55,1295.5,3611.0,,,1325.0,105.27,103.836
1999-06-08,261.65,,1014.0,136.13,101.76,119.25,1.605,17.66,24.02,5.994,5.824,5.558,4.613,4.951,5.203,4.235,2.891,2.54,,,,,1.594,0.113,4.788,4.913,5.251,863.57,486.15,992.16,547.83,290.708,112.238,204.091,121.912,1288.04,110.57,855.04,603.14,137.43,150.71,34.37,1214.13,291.17,213.557,649.58,112.77,111.313,262.8,15.84,1321.25,3727.0,,,1339.0,105.3,103.781
1999-06-15,259.75,,1014.0,137.43,102.21,120.7,1.591,18.55,25.91,6.111,5.977,5.638,4.725,5.0,5.271,4.288,3.008,2.55,,,,,1.593,0.173,4.793,4.919,5.171,857.11,481.607,984.94,546.54,290.238,111.8,204.093,121.912,1270.24,110.47,887.33,609.65,140.03,144.09,38.54,1209.11,289.86,212.387,649.58,111.68,110.656,260.1,16.46,1305.0,3742.0,,,1385.0,104.95,103.617
1999-06-22,258.55,,955.0,136.27,103.0,121.85,1.589,17.61,21.7,6.057,5.923,5.632,4.738,5.041,5.322,4.38,3.086,2.6,,,,,1.685,0.23,4.788,4.924,5.321,861.16,482.228,987.76,547.8,293.03,112.487,208.024,121.912,1304.26,113.11,908.91,647.5,152.38,156.01,43.46,1234.34,296.63,211.331,649.58,111.01,110.156,259.4,16.1,1349.25,3880.0,2242.5,,1424.0,104.77,103.656
1999-06-29,261.25,,976.0,137.13,103.05,120.96,1.576,18.44,22.51,6.068,5.926,5.679,4.821,5.21,5.395,4.513,3.174,2.58,,,,,1.827,0.33,4.729,4.871,5.393,860.04,479.802,989.94,548.35,292.147,112.301,206.333,121.912,1319.99,110.42,906.78,619.02,148.4,153.94,47.9,1234.29,296.36,211.107,649.58,110.28,110.281,262.0,16.79,1356.75,3799.0,2294.0,,1426.0,104.61,103.648
1999-07-06,256.75,,947.0,137.24,103.78,122.02,1.563,19.78,20.73,6.037,5.868,5.601,4.629,5.183,5.526,4.681,3.159,2.58,,,,,1.699,0.366,4.766,4.912,5.382,864.37,481.189,993.34,548.85,293.819,112.684,209.137,120.724,1357.06,114.77,934.53,643.0,176.66,159.86,47.9,1269.73,305.12,210.458,665.1,109.0,110.688,257.8,18.1,1403.25,3988.0,2365.0,,1482.5,104.61,103.648
1999-07-13,255.2,,984.0,137.59,104.32,121.25,1.557,20.15,19.95,5.91,5.705,5.489,4.694,5.181,5.427,4.635,3.142,2.54,,,,,1.618,0.357,4.691,4.86,5.274,868.72,482.174,1003.52,553.17,293.497,112.91,206.551,120.724,1360.65,112.43,940.48,605.76,165.58,169.81,46.81,1260.53,302.67,210.911,665.1,109.33,111.75,256.7,19.03,1403.75,3915.0,2395.0,,1478.5,104.61,103.648
1999-07-20,253.45,,983.0,138.3,102.41,118.94,1.572,19.37,21.79,5.886,5.633,5.401,4.613,5.18,5.4,4.698,3.277,2.62,,,,,1.804,0.38,4.603,4.803,5.413,870.24,484.527,1007.57,555.28,294.547,112.867,207.048,120.724,1344.26,111.0,960.48,618.73,159.52,170.63,42.4,1261.65,302.94,213.035,665.1,109.69,112.109,254.1,18.55,1387.5,3863.0,2353.0,,1509.0,104.44,103.648
1999-07-27,253.85,,979.0,141.6,100.79,116.27,1.591,20.38,23.23,6.01,5.807,5.544,4.706,5.18,5.453,4.685,3.218,1.87,,,,,1.655,0.276,4.694,4.902,5.579,861.9,484.917,1000.53,553.2,293.93,111.675,206.963,120.724,1329.23,107.23,901.96,586.69,152.21,170.47,40.4,1240.96,297.47,214.756,665.1,109.49,111.0,254.5,19.13,1363.75,3685.0,2306.5,,1427.0,104.48,103.648
1999-08-03,256.05,,1019.0,143.64,99.91,115.08,1.623,20.3,26.27,6.164,5.957,5.655,4.821,5.203,5.619,4.891,3.489,2.58,,,,,1.769,0.441,4.602,4.807,5.952,855.64,482.707,988.41,548.96,291.589,111.884,204.891,122.352,1287.54,106.84,936.26,560.19,142.22,169.18,43.23,1229.54,294.77,213.613,661.11,107.8,110.109,257.0,19.4,1328.75,3614.0,2257.0,,1485.0,104.06,103.648
1999-08-10,257.25,,1045.0,147.74,99.81,114.59,1.617,21.3,28.45,6.242,6.149,5.775,4.923,5.244,5.645,4.991,3.526,2.53,,,,,1.769,0.456,4.608,4.839,5.921,846.82,479.249,980.53,543.88,289.054,111.101,203.438,122.352,1247.79,103.48,894.1,527.97,127.64,171.85,36.65,1191.55,285.87,212.776,661.11,107.09,108.844,258.7,20.49,1290.5,3532.0,2175.5,,1419.0,104.0,103.297
1999-08-17,261.3,,1064.0,148.21,100.84,114.08,1.604,21.74,21.67,6.008,5.881,5.666,4.821,5.279,5.637,4.858,3.398,2.57,,,,,1.769,0.394,4.727,4.912,5.775,865.24,476.693,988.43,544.72,291.079,109.932,206.58,122.352,1308.28,108.69,926.59,534.3,127.24,174.33,37.91,1238.22,296.67,213.082,661.11,108.19,110.516,262.1,20.74,1347.0,3756.0,2345.0,,1467.5,104.26,103.523
1999-08-24,253.55,,1053.0,147.18,100.49,111.01,1.595,21.47,22.4,5.931,5.816,5.597,4.968,5.339,5.585,4.804,3.386,1.94,,,,,1.769,0.309,4.721,4.883,5.736,866.09,476.404,994.26,545.89,291.113,110.408,206.047,122.352,1330.52,110.19,941.28,543.35,140.41,181.54,42.71,1262.79,302.57,214.444,661.11,108.8,110.891,253.5,20.63,1370.5,3795.0,2416.5,,1500.0,104.38,103.805
1999-08-31,255.85,,1038.0,149.16,99.95,109.37,1.61,22.11,24.45,6.059,5.97,5.722,4.967,5.371,5.656,4.891,3.462,2.55,,,,,1.935,0.367,4.53,4.708,5.799,859.78,478.844,987.88,544.39,290.895,111.525,206.489,119.353,1285.06,109.46,889.26,553.13,122.94,185.37,41.98,1232.16,295.6,214.35,661.11,107.87,110.0,256.7,21.33,1319.75,3768.0,2393.0,,1468.5,104.22,103.5
1999-09-07,255.95,,1051.0,151.81,100.0,110.97,1.606,22.61,23.44,6.073,5.938,5.664,4.806,5.379,5.807,5.051,3.508,2.54,,,,2.86,1.834,0.346,4.643,4.833,5.828,864.13,479.364,990.03,544.58,291.877,111.661,208.126,119.353,1315.27,111.16,919.69,578.47,126.97,181.06,42.79,1258.79,301.71,214.227,662.04,106.83,110.234,256.6,21.98,1352.5,3826.0,2501.0,,1504.0,104.28,103.594
1999-09-14,257.25,,1143.0,152.95,100.73,105.48,1.605,23.86,23.77,6.119,5.959,5.682,4.79,5.38,5.881,5.138,3.604,2.51,,,,2.738,1.702,0.301,4.848,5.044,6.145,868.01,479.236,990.12,543.21,292.325,112.165,209.893,119.353,1300.81,110.47,929.54,604.77,117.17,179.94,43.93,1254.82,301.03,214.075,662.04,105.12,110.172,257.4,23.71,1337.5,3824.0,2514.5,,1508.5,103.48,103.602
1999-09-21,259.85,,1205.0,152.02,99.6,104.85,1.632,24.46,25.65,6.089,5.925,5.649,4.79,5.381,5.815,5.092,3.646,2.46,,,,2.697,1.675,0.215,4.821,5.027,6.065,870.32,478.953,994.25,543.47,292.455,112.718,209.941,119.353,1272.29,108.97,931.07,601.53,92.98,178.87,42.52,1237.17,296.65,215.464,662.04,105.5,110.375,260.8,22.68,1322.0,3749.0,2511.5,,1520.0,103.58,103.68
1999-09-28,308.8,,1217.0,156.66,99.18,106.08,1.65,24.33,26.06,6.086,5.906,5.641,4.863,5.38,5.731,5.076,3.629,2.52,,,,2.606,1.735,0.233,4.894,5.092,6.073,873.94,479.507,997.68,542.55,292.459,112.603,210.556,119.353,1247.58,108.21,894.24,590.53,106.35,185.15,40.09,1213.25,290.91,215.922,662.04,105.85,110.219,308.1,23.76,1294.25,3702.0,2463.0,,1460.0,103.66,103.797
1999-10-05,327.5,,1267.0,152.57,97.98,106.88,1.653,23.45,24.79,6.177,6.033,5.772,4.839,5.418,5.791,5.167,3.866,2.57,,,,2.568,1.627,0.231,4.781,4.996,6.228,870.44,479.041,991.7,540.23,292.243,111.96,211.038,121.382,1263.52,108.94,912.88,562.57,110.37,183.73,39.38,1233.4,295.41,216.307,665.15,105.32,109.141,324.4,22.93,1315.75,3753.0,2508.5,,1510.0,103.24,103.797
1999-10-12,320.4,,1308.0,152.63,97.95,106.33,1.656,22.3,22.84,6.224,6.048,5.782,4.823,5.408,5.982,5.33,4.009,2.53,,,,2.724,1.821,0.265,4.828,5.052,6.187,872.63,477.126,990.95,541.44,293.214,112.112,211.975,121.382,1272.72,109.48,931.26,588.0,117.12,198.2,37.09,1246.41,298.89,216.132,665.15,104.22,108.906,316.7,22.05,1326.0,3763.0,2559.5,,1544.5,102.97,103.797
1999-10-19,308.15,,1385.0,152.7,97.38,105.33,1.671,22.22,26.56,6.351,6.179,5.895,5.134,5.408,6.008,5.39,4.077,2.6,,,,2.638,1.795,0.2,4.754,5.001,6.203,868.98,474.026,989.52,539.37,292.527,111.946,212.163,121.382,1226.58,107.09,892.32,552.81,119.62,192.86,34.91,1208.33,289.53,216.403,665.15,103.54,108.359,308.0,21.76,1274.5,3724.0,2382.5,,1467.5,102.82,103.797
1999-10-26,292.55,,1390.0,152.52,98.82,104.89,1.652,23.19,24.26,6.384,6.238,5.984,5.134,5.41,6.021,5.427,4.112,1.76,,,,2.72,1.904,0.221,4.723,4.974,6.317,868.43,471.833,988.05,538.13,294.101,112.493,215.693,121.382,1247.09,109.38,924.11,575.31,120.68,188.41,35.96,1228.61,294.31,214.656,665.15,103.41,108.0,288.9,22.7,1285.5,3812.0,2476.0,,1541.0,102.84,103.797
1999-11-02,290.5,,1320.0,150.74,99.18,104.1,1.646,22.39,23.1,6.139,6.018,5.803,5.109,5.408,5.656,5.078,3.884,2.8,5.885,5.319,4.054,2.597,1.768,0.23,4.344,4.56,6.069,878.22,473.847,1003.39,537.32,295.837,113.159,219.506,122.643,1310.66,112.96,935.53,602.37,120.66,173.66,36.13,1273.58,305.11,217.042,673.13,106.29,109.656,292.4,22.08,1352.5,3940.0,2641.5,,1576.5,103.29,99.938
1999-11-09,291.7,,1301.0,154.06,100.23,104.93,1.622,24.03,22.7,6.071,5.956,5.751,5.186,5.4,5.59,4.966,3.799,2.95,5.885,5.319,4.054,2.629,1.79,0.216,4.27,4.473,5.96,882.94,477.82,1008.8,541.26,298.753,113.466,222.417,122.643,1326.71,115.62,937.75,662.98,131.09,179.69,37.27,1286.64,308.71,217.171,673.13,106.92,110.266,293.1,24.13,1372.0,4052.0,2785.5,,1571.5,103.57,100.07
1999-11-16,293.9,,1346.0,156.51,100.79,105.74,1.617,25.7,20.73,6.063,5.958,5.835,5.29,5.459,5.544,4.859,3.737,2.97,5.885,5.319,4.054,2.622,1.79,0.218,4.077,4.304,5.894,883.61,479.82,1012.22,541.05,299.703,115.381,224.442,122.643,1375.95,119.35,944.43,668.58,141.8,177.81,40.37,1322.9,317.22,216.885,673.13,108.2,110.297,295.3,24.54,1431.0,4216.0,2976.5,,1582.5,103.72,99.992
1999-11-23,298.2,,1355.0,156.66,100.83,104.14,1.624,26.44,21.0,6.196,6.078,5.938,5.269,5.589,5.728,5.1,3.954,2.74,5.885,5.319,4.054,2.723,1.89,0.263,4.24,4.488,6.141,881.67,479.936,1006.29,541.69,300.058,115.642,224.591,122.643,1367.95,119.22,981.28,689.23,153.22,181.52,37.34,1329.19,318.77,215.97,673.13,106.35,109.578,298.7,25.15,1412.0,4238.0,3015.5,,1663.0,103.34,99.883
1999-11-30,292.1,,1351.0,153.94,101.99,101.63,1.596,24.59,24.18,6.293,6.191,6.014,5.301,6.476,5.753,5.125,3.983,3.04,5.885,5.319,4.054,2.624,1.84,0.408,4.266,4.505,6.283,879.24,478.891,1004.27,543.19,299.78,115.831,223.505,122.396,1352.84,120.85,954.79,709.67,138.38,182.68,36.21,1315.68,315.68,214.293,673.13,106.19,109.25,290.1,23.64,1391.5,4342.0,2972.5,,1641.5,103.37,99.734
1999-12-07,280.45,,1344.0,156.8,100.82,102.3,1.624,26.22,21.09,6.2,6.1,5.929,5.207,6.469,5.653,5.028,3.943,3.04,5.827,5.222,4.225,2.6,1.798,0.336,4.384,4.583,6.224,883.39,478.533,1009.99,546.24,302.489,116.441,226.366,122.396,1380.85,124.93,958.67,748.94,140.43,191.57,35.24,1353.63,324.79,216.632,709.21,107.1,109.797,283.7,25.4,1415.75,4500.0,3211.5,,1630.0,103.38,99.875
1999-12-14,279.8,,1358.0,155.5,102.35,103.58,1.612,25.73,23.06,6.306,6.216,6.067,5.384,6.463,5.736,5.088,3.992,3.0,5.919,5.303,4.279,2.581,1.779,0.283,4.305,4.494,6.222,880.61,479.131,1005.7,548.3,304.571,117.136,228.907,122.396,1379.88,125.94,947.39,755.17,136.03,189.89,34.18,1345.89,323.32,214.607,709.21,106.2,109.234,280.0,25.02,1405.5,4517.0,3176.5,,1607.0,102.94,99.656
1999-12-21,283.05,,1329.0,157.92,101.93,102.02,1.613,26.26,22.66,6.461,6.376,6.207,5.583,6.461,5.858,5.23,4.16,3.04,6.04,5.477,4.427,2.494,1.718,0.299,4.47,4.658,6.308,874.99,476.315,998.26,548.6,305.882,118.135,230.806,122.396,1412.45,126.72,952.8,818.3,179.67,195.97,33.09,1370.74,329.29,214.044,709.21,105.15,108.359,286.9,25.29,1454.5,4588.0,3599.0,,1623.5,102.81,99.359
1999-12-28,290.05,,1319.0,158.99,101.94,102.19,1.615,26.82,22.97,6.474,6.413,6.213,5.374,6.49,5.908,5.297,4.194,3.07,6.064,5.575,4.408,2.42,1.694,0.262,4.544,4.727,6.377,876.55,474.995,997.91,548.87,306.086,117.62,231.05,122.396,1435.46,131.18,997.95,834.52,186.86,202.73,33.3,1406.64,337.94,214.215,709.21,104.63,96.0,290.0,25.21,1478.75,4808.0,3622.5,,1702.0,102.73,99.344
2000-01-04,281.9,,1320.0,155.49,100.41,103.1,1.639,25.55,27.01,6.537,6.497,6.299,5.447,5.823,6.062,5.492,4.338,3.75,6.256,5.73,4.569,2.459,1.738,0.322,4.673,4.88,6.551,875.15,475.322,997.38,547.66,306.079,117.053,231.367,123.762,1379.11,127.72,1014.05,816.43,223.76,231.34,34.9,1378.31,332.3,214.786,750.63,103.16,95.563,283.7,24.39,1411.75,4672.0,3557.5,,1719.0,102.49,99.406
2000-01-11,283.25,0.077,1388.0,157.26,100.56,105.86,1.646,25.77,22.5,6.671,6.657,6.428,5.426,5.781,6.121,5.541,4.316,2.89,6.321,5.777,4.495,2.422,1.709,0.346,4.535,4.77,6.524,870.94,474.045,990.75,546.04,305.057,116.464,230.527,123.762,1416.12,127.75,990.59,856.76,224.33,217.34,34.3,1386.34,334.05,213.575,750.63,102.76,94.563,284.4,24.62,1454.25,4708.0,3575.0,,1681.5,102.56,98.805
2000-01-18,287.65,0.043,1405.0,165.01,101.86,105.47,1.638,28.85,21.5,6.747,6.748,6.465,5.378,5.803,6.254,5.644,4.321,3.03,6.459,5.889,4.535,2.418,1.765,0.349,4.746,4.975,6.613,869.33,473.223,990.48,545.68,305.303,117.267,231.377,123.762,1428.79,129.5,993.98,925.22,234.37,227.08,32.74,1391.6,336.12,211.894,750.63,102.06,94.125,289.6,26.05,1469.5,4781.0,3807.0,,1661.5,102.55,98.742
2000-01-25,287.15,0.135,1368.0,167.24,102.41,106.04,1.65,28.28,23.02,6.634,6.692,6.432,5.562,5.819,6.045,5.515,4.27,3.15,6.281,5.76,4.511,2.259,1.625,0.293,4.691,4.9,6.521,873.5,472.723,997.68,546.7,306.181,117.995,232.39,123.762,1385.93,126.48,974.83,886.93,216.82,233.0,32.46,1352.8,326.45,212.783,750.63,103.08,94.484,286.6,26.54,1418.5,4690.0,3791.5,,1637.5,102.65,98.797
2000-02-01,282.75,0.191,1311.0,166.85,104.92,107.85,1.611,28.22,23.45,6.423,6.619,6.574,5.708,5.885,5.944,5.459,4.326,3.3,6.188,5.71,4.54,2.33,1.77,0.364,4.593,4.794,6.467,871.22,473.255,997.91,547.38,305.997,120.51,231.942,122.328,1385.31,129.19,1007.12,842.6,201.89,237.48,31.29,1348.85,325.39,209.757,750.63,103.67,95.094,282.5,26.39,1416.75,4830.0,3723.5,,1700.5,102.6,98.5
2000-02-08,298.4,0.312,1277.0,165.43,104.22,109.3,1.611,28.02,21.25,6.231,6.613,6.678,5.677,5.891,5.85,5.482,4.39,3.26,6.118,5.728,4.638,2.481,1.919,0.359,4.548,4.768,6.472,872.39,474.733,998.77,548.25,309.476,118.791,237.812,122.328,1411.95,134.67,1034.58,945.15,218.0,258.02,31.32,1391.96,336.31,210.349,757.76,103.56,95.109,299.2,26.37,1446.25,5192.0,4095.0,,1737.0,102.53,98.266
2000-02-15,303.9,0.391,1393.0,169.58,104.69,108.73,1.597,30.06,22.92,6.246,6.552,6.628,5.74,5.88,5.9,5.562,4.419,3.25,6.171,5.814,4.651,2.309,1.801,0.333,4.647,4.871,6.376,873.35,475.192,997.72,548.17,310.577,118.608,240.116,122.328,1369.47,130.6,1007.86,885.56,204.59,288.98,27.66,1353.77,327.35,210.234,757.76,103.03,94.797,301.7,27.13,1410.0,5044.0,4036.5,,1685.5,102.5,98.477
2000-02-22,305.5,0.497,1481.0,168.86,103.28,110.92,1.617,29.62,25.86,6.086,6.361,6.551,5.764,5.88,5.735,5.415,4.434,3.2,6.019,5.669,4.648,2.332,1.86,0.304,4.471,4.698,6.36,878.81,476.498,1009.07,549.29,311.078,118.313,240.144,122.328,1315.93,130.85,987.38,866.46,206.14,315.21,27.95,1330.4,321.59,212.836,757.76,104.19,96.109,305.6,26.58,1349.0,5069.0,3967.5,,1643.0,102.54,98.734
2000-02-29,293.3,0.497,1531.0,170.2,105.92,109.97,1.58,30.43,23.37,6.14,6.409,6.521,5.781,5.913,5.866,5.5,4.439,3.34,6.146,5.77,4.664,2.341,1.844,0.378,4.542,4.763,6.41,879.57,478.746,1004.66,547.99,312.082,119.962,243.105,122.002,1333.28,135.71,1014.69,874.47,199.23,275.1,26.2,1340.58,323.59,209.516,757.76,103.72,95.766,294.2,28.09,1372.0,5210.0,4301.0,,1729.0,102.57,98.711
2000-03-07,292.0,0.484,1602.0,179.94,106.01,106.1,1.576,34.13,24.31,6.145,6.373,6.486,5.834,5.95,5.811,5.432,4.469,3.28,6.1,5.705,4.683,2.174,1.792,0.423,4.329,4.563,6.298,883.06,479.716,1007.3,548.5,314.149,121.394,246.522,122.002,1319.95,141.85,994.72,918.79,234.18,283.74,26.54,1356.14,327.82,210.643,802.85,104.09,95.938,293.7,31.9,1351.75,5425.0,4392.5,,1673.5,102.55,98.789
2000-03-14,289.6,0.488,1645.0,175.67,105.2,104.84,1.575,31.69,24.41,6.09,6.292,6.468,5.886,6.004,5.754,5.359,4.5,3.52,6.042,5.636,4.681,2.289,1.814,0.43,4.415,4.65,6.329,882.52,481.542,1004.17,547.91,314.588,121.454,247.661,122.002,1324.43,138.6,943.05,868.24,263.28,253.36,27.35,1342.83,324.12,211.633,802.85,104.2,96.563,289.7,28.34,1362.25,5230.0,4244.0,,1580.0,102.17,98.875
2000-03-21,290.83,0.566,1624.0,171.25,105.81,106.98,1.572,28.0,21.7,5.969,6.135,6.502,5.918,6.113,5.564,5.221,4.421,3.49,5.858,5.503,4.59,2.339,1.884,0.494,4.315,4.559,6.292,887.03,484.823,1010.44,546.84,315.483,121.144,249.914,122.002,1457.01,139.93,987.77,905.21,249.45,238.15,25.74,1421.68,342.21,212.863,802.85,105.16,97.516,290.4,25.72,1507.5,5289.0,4518.0,,1664.5,102.45,98.906
2000-03-28,279.9,0.572,1627.0,170.05,105.53,105.93,1.588,27.09,24.86,5.977,6.151,6.598,5.886,6.131,5.62,5.278,4.465,3.59,5.931,5.555,4.646,2.35,1.875,0.492,4.489,4.703,6.435,883.36,488.362,1008.69,544.41,315.174,121.071,250.974,122.002,1474.82,142.68,1009.1,914.4,268.41,259.64,27.33,1445.78,348.22,212.468,802.85,104.98,96.906,279.5,25.51,1530.25,5421.0,4662.5,,1691.5,102.37,98.727
2000-04-04,287.4,0.631,1676.0,166.01,105.17,104.66,1.602,25.45,27.12,5.773,5.895,6.308,5.876,6.131,5.569,5.182,4.391,3.75,5.869,5.482,4.585,2.205,1.782,0.439,4.467,4.663,6.389,897.26,489.214,1021.25,536.9,311.147,120.06,248.429,124.639,1465.45,137.99,1039.55,864.74,267.67,226.13,26.42,1420.99,341.58,213.626,815.29,106.3,99.016,283.9,23.65,1519.5,5180.0,4066.0,,1709.0,102.72,98.773
2000-04-11,281.7,0.509,1684.0,162.63,105.94,107.04,1.587,24.14,27.25,5.77,5.882,6.331,5.844,6.13,5.521,5.162,4.39,3.58,5.843,5.443,4.583,2.077,1.742,0.414,4.451,4.641,6.287,895.22,491.498,1017.81,538.45,311.358,120.212,247.732,124.639,1468.75,136.71,1028.54,860.38,259.18,262.49,26.46,1417.99,341.23,213.872,815.29,105.58,98.547,281.2,21.67,1519.0,5153.0,3955.0,,1707.0,102.52,98.773
2000-04-18,280.95,0.506,1670.0,167.54,106.63,104.73,1.579,26.11,26.12,5.91,6.059,6.329,5.813,6.13,5.609,5.253,4.429,3.61,5.929,5.535,4.622,2.042,1.713,0.414,4.574,4.762,6.286,896.09,490.06,1010.63,537.47,309.803,120.195,245.635,124.639,1410.47,132.97,967.7,782.6,235.12,219.97,29.59,1360.99,326.54,212.919,815.29,105.31,97.766,281.0,23.05,1452.75,5084.0,3750.0,,1590.0,102.52,98.773
2000-04-25,278.55,0.363,1647.0,168.78,108.67,105.72,1.58,25.33,25.24,5.936,6.128,6.484,5.813,6.15,5.675,5.334,4.56,3.35,5.986,5.62,4.73,2.101,1.718,0.384,4.597,4.783,6.348,894.2,489.058,1009.42,538.79,310.946,121.397,247.136,124.639,1439.63,137.08,1008.62,768.91,249.61,207.69,30.79,1384.11,331.77,210.669,815.29,104.66,97.531,278.1,23.33,1489.25,5173.0,3645.0,,1649.5,102.24,98.773
2000-05-02,274.9,0.337,1622.0,173.74,110.26,108.44,1.559,26.89,28.5,6.011,6.299,6.711,5.918,6.291,5.641,5.343,4.695,3.93,5.963,5.625,4.854,2.175,1.73,0.356,4.457,4.653,6.196,888.77,486.321,1001.05,537.67,309.898,122.279,246.095,124.358,1409.11,142.61,1031.16,791.3,268.6,193.26,29.53,1378.14,330.53,207.612,783.9,104.69,96.438,277.0,25.08,1450.5,5448.0,3638.0,,1700.0,102.04,98.625
2000-05-09,277.35,0.414,1609.0,177.22,110.75,109.48,1.532,28.65,28.93,6.213,6.529,6.843,6.138,6.461,5.62,5.355,4.786,4.03,5.989,5.705,4.956,2.147,1.711,0.32,4.495,4.712,6.29,878.13,480.6,986.94,537.98,306.686,121.607,240.071,124.358,1375.57,137.33,1012.28,743.21,272.04,200.09,28.12,1335.83,320.48,205.572,783.9,104.3,95.234,278.2,26.82,1419.75,5153.0,3452.5,,1663.5,101.96,98.32
2000-05-16,275.85,0.4,1612.0,182.08,111.31,109.73,1.499,29.73,24.34,6.113,6.424,6.872,6.211,6.57,5.567,5.348,4.852,3.9,5.975,5.706,5.028,2.201,1.744,0.343,4.487,4.718,6.336,879.56,479.047,990.92,538.5,306.731,120.103,239.814,124.358,1426.88,140.15,1002.21,780.03,261.52,183.77,32.29,1369.78,328.28,205.77,783.9,104.25,95.781,276.2,28.78,1471.75,5340.0,3670.0,,1642.0,101.8,98.227
2000-05-23,274.15,0.42,1598.0,182.56,111.44,106.78,1.475,28.78,25.87,6.16,6.435,6.788,5.938,6.61,5.545,5.342,4.958,3.79,6.033,5.743,5.151,2.326,1.716,0.314,4.612,4.835,6.267,882.42,478.655,990.46,535.5,303.868,117.021,236.653,124.358,1337.55,132.59,942.83,694.36,202.11,169.39,30.11,1295.39,310.08,206.648,783.9,104.23,95.781,274.7,27.5,1382.5,4972.0,3012.5,,1509.5,101.7,98.32
2000-05-30,273.35,0.336,1569.0,184.89,108.93,106.47,1.496,30.35,23.62,6.092,6.376,6.731,5.764,6.615,5.464,5.241,4.924,4.02,5.913,5.603,5.11,2.191,1.716,0.333,4.457,4.693,6.234,886.95,481.789,996.6,531.96,305.059,115.248,240.921,124.358,1379.85,135.69,943.51,782.02,226.74,181.38,28.38,1337.95,320.4,209.72,783.9,105.12,96.406,272.3,28.96,1427.25,5162.0,3427.0,,1521.0,101.81,98.359
